N 75 99163:0
N 75 60935:0
N 75 109690:0
N 75 9031:0
N 75 20895:1
N 75 86202:0
N 75 2516:0
N 75 20045:1
N 75 56740:1
N 75 113520:1
N 75 60967:1
N 75 40195:1
N 75 106756:0
N 75 100398:0
N 75 18630:0
N 75 98047:1
UTG 76 34269:1 65035:1 2 1
N 76 34269:1
N 76 65035:1
UTG 77 34269:1 4059:0 8 1
N 77 34269:1
N 77 18286:1
N 77 168:1
N 77 16024:1
N 77 108718:0
N 77 69357:1
N 77 52730:0
N 77 4059:0
UTG 78 35324:1 6492:1 2 1
N 78 35324:1
N 78 6492:1
UTG 79 35324:1 92164:1 2 1
N 79 35324:1
N 79 92164:1
UTG 80 35324:1 71140:1 2 1
N 80 35324:1
N 80 71140:1
UTG 81 216:0 65696:0 16 1
N 81 216:0
N 81 69703:0
N 81 73271:0
N 81 98425:1
N 81 3844:0
N 81 63836:0
N 81 50590:0
N 81 21469:1
N 81 1107:0
N 81 36095:1
N 81 71745:1
N 81 36653:1
N 81 4294:1
N 81 19161:0
N 81 22315:0
N 81 65696:0
UTG 82 2210:1 6492:1 2 1
N 82 2210:1
N 82 6492:1
UTG 83 2210:1 71140:1 2 1
N 83 2210:1
N 83 71140:1
UTG 84 2210:1 92164:1 2 1
N 84 2210:1
N 84 92164:1
UTG 85 82266:1 109281:1 15 1
N 85 82266:1
N 85 56475:1
N 85 115094:1
N 85 667:0
N 85 86919:1
N 85 9333:1
N 85 105734:1
N 85 23380:1
N 85 47030:0
N 85 49916:1
N 85 81083:0
N 85 111683:0
N 85 66920:1
N 85 69993:0
N 85 109281:1
UTG 86 82809:0 51547:1 2 1
N 86 82809:0
N 86 51547:1
UTG 87 52529:1 10781:0 14 1
N 87 52529:1
N 87 32085:0
N 87 13816:1
N 87 103870:0
N 87 74416:1
N 87 88995:0
N 87 26413:0
N 87 1439:1
N 87 104950:1
N 87 5188:1
N 87 9670:0
N 87 72000:0
N 87 60021:1
N 87 10781:0
UTG 88 52529:1 40301:0 3 0
N 88 52529:1
N 88 8144:1
N 88 40301:0
UTG 89 96781:0 16560:0 5 1
N 89 96781:0
N 89 112266:1
N 89 12582:1
N 89 57411:1
N 89 16560:0
UTG 90 96781:0 16560:1 4 1
N 90 96781:0
N 90 7271:0
N 90 111689:0
N 90 16560:1
UTG 91 106765:0 6397:0 2 1
N 91 106765:0
N 91 6397:0
UTG 92 40681:0 17736:1 2 1
N 92 40681:0
N 92 17736:1
UTG 93 21256:0 98907:0 43 1
N 93 21256:0
N 93 40955:0
N 93 108370:1
N 93 46362:1
N 93 73525:0
N 93 95442:1
N 93 110132:0
N 93 2875:0
N 93 95345:1
N 93 46511:1
N 93 106930:1
N 93 48899:0
N 93 108963:1
N 93 112121:1
N 93 44295:1
N 93 49548:1
N 93 93888:0
N 93 22961:1
N 93 46212:0
N 93 18126:1
N 93 101976:0
N 93 22075:0
N 93 101412:0
N 93 101403:0
N 93 90234:0
N 93 25631:0
N 93 65431:1
N 93 65884:0
N 93 61022:0
N 93 91490:1
N 93 104282:0
N 93 12851:0
N 93 20355:0
N 93 110775:0
N 93 82328:1
N 93 27158:0
N 93 107939:1
N 93 23710:0
N 93 51907:0
N 93 419:1
N 93 79764:1
N 93 30148:0
N 93 98907:0
UTG 94 3282:0 99660:0 2 1
N 94 3282:0
N 94 99660:0
UTG 95 68526:0 33254:0 2 1
N 95 68526:0
N 95 33254:0
UTG 96 39544:0 69927:0 2 0
N 96 39544:0
N 96 69927:0
UTG 97 77158:0 83930:1 3 0
N 97 77158:0
N 97 85397:1
N 97 83930:1
UTG 98 77158:0 4225:1 133 1
N 98 77158:0
N 98 10674:1
N 98 19972:1
N 98 80395:1
N 98 59863:1
N 98 56275:1
N 98 9403:0
N 98 50669:0
N 98 19610:0
N 98 32656:0
N 98 32110:1
N 98 25786:0
N 98 13302:0
N 98 32498:0
N 98 81569:1
N 98 52733:0
N 98 1190:0
N 98 15703:0
N 98 78697:1
N 98 56819:0
N 98 73283:1
N 98 973:1
N 98 31230:1
N 98 72931:1
N 98 35411:1
N 98 113933:1
N 98 21933:1
N 98 36384:0
N 98 95016:1
N 98 82313:0
N 98 72184:1
N 98 31242:1
N 98 78849:1
N 98 6382:0
N 98 62852:0
N 98 105051:0
N 98 27061:0
N 98 8376:1
N 98 52184:1
N 98 100799:0
N 98 80040:0
N 98 108855:1
N 98 42451:0
N 98 109306:1
N 98 61866:1
N 98 84612:0
N 98 61438:1
N 98 78143:1
N 98 17682:1
N 98 20014:0
N 98 31770:0
N 98 80198:1
N 98 103924:1
N 98 69753:1
N 98 113109:0
N 98 33669:0
N 98 90148:0
N 98 28267:0
N 98 111955:0
N 98 886:1
N 98 1153:0
N 98 15904:0
N 98 97470:1
N 98 4351:0
N 98 67862:1
N 98 72305:1
N 98 67306:1
N 98 12971:1
N 98 20287:1
N 98 34311:1
N 98 6715:1
N 98 3667:1
N 98 48448:1
N 98 26743:1
N 98 21260:0
N 98 113972:1
N 98 106946:0
N 98 25319:0
N 98 19644:1
N 98 46435:1
N 98 14661:1
N 98 37519:1
N 98 70399:0
N 98 90981:1
N 98 39561:1
N 98 115140:1
N 98 83916:1
N 98 84616:0
N 98 33053:0
N 98 6221:1
N 98 102912:1
N 98 112724:0
N 98 5177:1
N 98 99675:1
N 98 12416:1
N 98 38708:0
N 98 85343:1
N 98 26666:1
N 98 28979:0
N 98 49877:0
N 98 86152:1
N 98 111255:1
N 98 66759:0
N 98 1029:0
N 98 12472:1
N 98 32290:0
N 98 39012:0
N 98 100248:0
N 98 63017:0
N 98 81949:0
N 98 1986:0
N 98 24232:0
N 98 39428:0
N 98 41292:0
N 98 48789:1
N 98 24519:0
N 98 10549:0
N 98 44205:1
N 98 68684:0
N 98 61788:0
N 98 69237:0
N 98 94422:1
N 98 55720:0
N 98 7276:0
N 98 102274:1
N 98 84999:1
N 98 87590:0
N 98 6858:0
N 98 73064:0
N 98 60219:1
N 98 101334:0
N 98 35352:1
N 98 4225:1
UTG 99 77701:1 63994:1 13 1
N 99 77701:1
N 99 115361:1
N 99 60034:0
N 99 4852:0
N 99 23543:1
N 99 84493:0
N 99 104698:0
N 99 82423:0
N 99 31301:0
N 99 33079:1
N 99 7908:0
N 99 58946:1
N 99 63994:1
UTG 100 16117:0 3113:0 13 1
N 100 16117:0
N 100 99699:0
N 100 24015:1
N 100 4158:0
N 100 45440:0
N 100 82063:1
N 100 10855:1
N 100 108751:1
N 100 58602:1
N 100 719:1
N 100 58298:0
N 100 41508:1
N 100 3113:0
UTG 101 5109:1 24459:1 4 1
N 101 5109:1
N 101 21033:1
N 101 95057:0
N 101 24459:1
UTG 102 84410:0 72124:1 10 1
N 102 84410:0
N 102 109164:0
N 102 88884:1
N 102 29348:1
N 102 64212:1
N 102 93843:0
N 102 27751:0
N 102 46374:1
N 102 23255:1
N 102 72124:1
UTG 103 80224:0 68:0 2 1
N 103 80224:0
N 103 68:0
UTG 104 49005:1 15470:0 2 1
N 104 49005:1
N 104 15470:0
UTG 105 43337:0 3878:1 161 1
N 105 43337:0
N 105 43476:1
N 105 43013:0
N 105 79650:0
N 105 64894:1
N 105 58536:0
N 105 74341:1
N 105 98347:1
N 105 114841:0
N 105 76691:0
N 105 41517:1
N 105 107297:0
N 105 61853:1
N 105 92619:0
N 105 62896:0
N 105 28312:1
N 105 17762:1
N 105 109957:1
N 105 48706:1
N 105 39145:0
N 105 101635:1
N 105 106415:0
N 105 76614:0
N 105 11485:0
N 105 5877:0
N 105 41295:0
N 105 84695:0
N 105 83764:0
N 105 101047:0
N 105 84457:1
N 105 9762:1
N 105 102845:1
N 105 11015:1
N 105 68905:0
N 105 114885:0
N 105 19706:0
N 105 94545:1
N 105 76139:0
N 105 51301:0
N 105 62314:1
N 105 115311:0
N 105 10940:1
N 105 59726:1
N 105 103707:0
N 105 35311:0
N 105 58667:0
N 105 101776:1
N 105 78135:1
N 105 65022:0
N 105 23867:1
N 105 14575:0
N 105 65722:1
N 105 77364:1
N 105 15035:1
N 105 88873:0
N 105 77156:1
N 105 56047:0
N 105 109413:0
N 105 85887:0
N 105 74912:0
N 105 78632:0
N 105 75110:0
N 105 113157:1
N 105 53150:1
N 105 814:1
N 105 113992:0
N 105 103788:1
N 105 92260:1
N 105 84517:1
N 105 63254:0
N 105 94204:1
N 105 89086:0
N 105 96437:1
N 105 64276:0
N 105 53642:1
N 105 111510:0
N 105 9080:1
N 105 62683:0
N 105 97452:0
N 105 101051:1
N 105 10563:1
N 105 25927:0
N 105 72148:1
N 105 107187:1
N 105 55280:0
N 105 55529:0
N 105 2295:1
N 105 65905:0
N 105 31508:1
N 105 4591:0
N 105 80499:1
N 105 5306:0
N 105 33159:0
N 105 62349:1
N 105 1898:1
N 105 101279:1
N 105 94652:0
N 105 27010:1
N 105 61572:0
N 105 17899:0
N 105 79909:1
N 105 50992:0
N 105 65485:1
N 105 59553:1
N 105 14743:1
N 105 39803:1
N 105 103820:1
N 105 59420:0
N 105 10365:1
N 105 101649:1
N 105 3371:1
N 105 96276:1
N 105 101979:0
N 105 10833:1
N 105 94951:1
N 105 102564:0
N 105 31817:1
N 105 87779:1
N 105 72544:0
N 105 112805:1
N 105 103795:1
N 105 43091:0
N 105 73623:1
N 105 35680:0
N 105 308:0
N 105 4218:1
N 105 18519:1
N 105 31293:1
N 105 8950:1
N 105 92640:1
N 105 50522:0
N 105 17398:0
N 105 53230:1
N 105 61351:1
N 105 111420:0
N 105 58620:1
N 105 100489:0
N 105 16306:1
N 105 32390:0
N 105 89693:1
N 105 34932:0
N 105 60161:1
N 105 24834:1
N 105 60017:1
N 105 69865:1
N 105 11604:1
N 105 58240:0
N 105 69933:0
N 105 48877:0
N 105 38674:0
N 105 105158:1
N 105 99539:0
N 105 114489:1
N 105 52406:0
N 105 53139:0
N 105 50150:1
N 105 93173:0
N 105 71146:1
N 105 42963:0
N 105 41371:0
N 105 3878:1
UTG 106 88101:0 66600:0 5 1
N 106 88101:0
N 106 32982:1
N 106 92983:1
N 106 1970:1
N 106 66600:0
UTG 107 88101:0 66600:0 3 1
N 107 88101:0
N 107 103432:1
N 107 66600:0
UTG 108 16332:0 99660:0 2 1
N 108 16332:0
N 108 99660:0
UTG 109 39151:0 6113:1 3 1
N 109 39151:0
N 109 107323:0
N 109 6113:1
UTG 110 39151:0 6113:1 3 1
N 110 39151:0
N 110 36461:0
N 110 6113:1
UTG 111 100079:0 70758:1 2 1
N 111 100079:0
N 111 70758:1
UTG 112 24042:1 113471:0 3 1
N 112 24042:1
N 112 101050:0
N 112 113471:0
UTG 113 24042:1 113471:0 3 1
N 113 24042:1
N 113 76914:1
N 113 113471:0
UTG 114 22232:0 36507:0 3 1
N 114 22232:0
N 114 20122:1
N 114 36507:0
UTG 115 22232:0 50789:0 2 1
N 115 22232:0
N 115 50789:0
UTG 116 69318:1 8901:1 3 1
N 116 69318:1
N 116 57416:1
N 116 8901:1
UTG 117 69318:1 8901:1 3 1
N 117 69318:1
N 117 37507:1
N 117 8901:1
UTG 118 114922:1 4144:0 2 1
N 118 114922:1
N 118 4144:0
UTG 119 99782:1 37077:1 2 1
N 119 99782:1
N 119 37077:1
UTG 120 80654:0 5317:0 3 1
N 120 80654:0
N 120 66224:0
N 120 5317:0
